time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2022-05-16T12:00:00Z,0.0,48.325,-122.9,1.2137564
2022-05-16T12:00:00Z,0.0,48.325,-122.875,1.4452672
2022-05-16T12:00:00Z,0.0,48.325,-122.85,1.7018527
2022-05-16T12:00:00Z,0.0,48.325,-122.82499999999999,2.1128173
2022-05-16T12:00:00Z,0.0,48.325,-122.80000000000001,1.9491531
2022-05-16T12:00:00Z,0.0,48.325,-122.775,2.167445
2022-05-16T12:00:00Z,0.0,48.325,-122.75,2.7484682
2022-05-16T12:00:00Z,0.0,48.325,-122.725,12.244302
2022-05-16T12:00:00Z,0.0,48.325,-122.69999999999999,NaN
2022-05-16T12:00:00Z,0.0,48.35,-123.30000000000001,1.2487249
2022-05-16T12:00:00Z,0.0,48.35,-123.275,1.056315
2022-05-16T12:00:00Z,0.0,48.35,-123.25,1.1194378
2022-05-16T12:00:00Z,0.0,48.35,-123.225,1.0978701
2022-05-16T12:00:00Z,0.0,48.35,-123.19999999999999,1.1874435
2022-05-16T12:00:00Z,0.0,48.35,-123.17500000000001,1.0763656
2022-05-16T12:00:00Z,0.0,48.35,-123.15,1.1382514
2022-05-16T12:00:00Z,0.0,48.35,-123.125,1.209754
2022-05-16T12:00:00Z,0.0,48.35,-123.1,1.1588669
2022-05-16T12:00:00Z,0.0,48.35,-123.07499999999999,1.1896044
2022-05-16T12:00:00Z,0.0,48.35,-123.05000000000001,1.2237257
2022-05-16T12:00:00Z,0.0,48.35,-123.025,1.1703984
2022-05-16T12:00:00Z,0.0,48.35,-123.0,1.1831146
2022-05-16T12:00:00Z,0.0,48.35,-122.975,1.1614127
2022-05-16T12:00:00Z,0.0,48.35,-122.94999999999999,1.2083601
2022-05-16T12:00:00Z,0.0,48.35,-122.92500000000001,1.8000597
2022-05-16T12:00:00Z,0.0,48.35,-122.9,1.2642764
2022-05-16T12:00:00Z,0.0,48.35,-122.875,1.3941423
2022-05-16T12:00:00Z,0.0,48.35,-122.85,1.520389
2022-05-16T12:00:00Z,0.0,48.35,-122.82499999999999,2.0072613
2022-05-16T12:00:00Z,0.0,48.35,-122.80000000000001,1.9871788
2022-05-16T12:00:00Z,0.0,48.35,-122.775,2.195698
2022-05-16T12:00:00Z,0.0,48.35,-122.75,2.9799988
2022-05-16T12:00:00Z,0.0,48.35,-122.725,3.8632727
2022-05-16T12:00:00Z,0.0,48.35,-122.69999999999999,6.7774997
2022-06-15T12:00:00Z,0.0,48.0,-123.30000000000001,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.275,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.25,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.225,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.19999999999999,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.17500000000001,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.15,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.125,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.1,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.07499999999999,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.05000000000001,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.025,NaN
2022-06-15T12:00:00Z,0.0,48.0,-123.0,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.975,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.94999999999999,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.92500000000001,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.9,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.875,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.85,NaN
2022-06-15T12:00:00Z,0.0,48.0,-122.82499999999999,NaN
